[10:12:41] 📍 Loaded 754 district venues
[08:37:45] ❌ 1037510 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037510&date=2026-08-21'
[08:37:45] ❌ 7679 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=7679&date=2026-08-21'
[08:37:45] ❌ 1020453 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1020453&date=2026-08-21'
[08:37:45] ❌ 4051 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4051&date=2026-08-21'
[08:37:45] ❌ 1020547 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1020547&date=2026-08-21'
[08:37:46] ❌ 9136 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9136&date=2026-08-21'
[08:37:46] ❌ 16522 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=16522&date=2026-08-21'
[08:37:47] ❌ 1041393 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1041393&date=2026-08-21'
[08:37:47] ❌ 1041458 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1041458&date=2026-08-21'
[08:37:47] ❌ 1075745 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1075745&date=2026-08-21'
[08:37:47] ❌ 5145 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=5145&date=2026-08-21'
[08:37:48] ❌ 1015286 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1015286&date=2026-08-21'
[08:37:48] ❌ 1041242 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1041242&date=2026-08-21'
[08:37:48] ❌ 1037531 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037531&date=2026-08-21'
[08:37:49] ❌ 1084553 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1084553&date=2026-08-21'
[08:37:49] ❌ 3965 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=3965&date=2026-08-21'
[08:37:49] ❌ 9384 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9384&date=2026-08-21'
[08:37:50] ❌ 9174 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9174&date=2026-08-21'
[08:37:50] ❌ 1032460 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1032460&date=2026-08-21'
[08:37:50] ❌ 25571 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=25571&date=2026-08-21'
[08:37:50] ❌ 1032461 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1032461&date=2026-08-21'
[08:37:50] ❌ 9194 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9194&date=2026-08-21'
[08:37:51] ❌ 1039840 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1039840&date=2026-08-21'
[08:37:51] ❌ 7232 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=7232&date=2026-08-21'
[08:37:52] ❌ 30784 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=30784&date=2026-08-21'
[08:37:52] ❌ 26281 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=26281&date=2026-08-21'
[08:37:52] ❌ 55466 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=55466&date=2026-08-21'
[08:37:53] ❌ 25045 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=25045&date=2026-08-21'
[08:37:53] ❌ 1037527 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037527&date=2026-08-21'
[08:37:53] ❌ 1016383 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1016383&date=2026-08-21'
[08:37:54] ❌ 9246 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9246&date=2026-08-21'
[08:37:54] ❌ 1029684 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1029684&date=2026-08-21'
[08:37:54] ❌ 1037491 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037491&date=2026-08-21'
[08:37:54] ❌ 55853 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=55853&date=2026-08-21'
[08:37:54] ❌ 1037503 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037503&date=2026-08-21'
[08:37:54] ❌ 1003767 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1003767&date=2026-08-21'
[08:37:55] ❌ 1007282 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1007282&date=2026-08-21'
[08:37:55] ❌ 25181 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=25181&date=2026-08-21'
[08:37:56] ❌ 1041239 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1041239&date=2026-08-21'
[08:37:56] ❌ 18164 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=18164&date=2026-08-21'
[08:37:56] ❌ 1015975 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1015975&date=2026-08-21'
[08:37:56] ❌ 3896 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=3896&date=2026-08-21'
[08:37:57] ❌ 1035744 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1035744&date=2026-08-21'
[08:37:57] ❌ 9285 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9285&date=2026-08-21'
[08:37:57] ❌ 1037517 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037517&date=2026-08-21'
[08:37:58] ❌ 19513 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=19513&date=2026-08-21'
[08:37:58] ❌ 1037516 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037516&date=2026-08-21'
[08:37:58] ❌ 5182 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=5182&date=2026-08-21'
[08:37:58] ❌ 1042605 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1042605&date=2026-08-21'
[08:37:59] ❌ 62250 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=62250&date=2026-08-21'
[08:37:59] ❌ 1037521 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037521&date=2026-08-21'
[08:38:00] ❌ 1088811 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1088811&date=2026-08-21'
[08:38:00] ❌ 1032901 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1032901&date=2026-08-21'
[08:38:00] ❌ 5220 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=5220&date=2026-08-21'
[08:38:01] ❌ 7293 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=7293&date=2026-08-21'
[08:38:01] ❌ 1041804 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1041804&date=2026-08-21'
[08:38:01] ❌ 1012280 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1012280&date=2026-08-21'
[08:38:01] ❌ 1040181 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1040181&date=2026-08-21'
[08:38:01] ❌ 16523 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=16523&date=2026-08-21'
[08:38:02] ❌ 5150 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=5150&date=2026-08-21'
[08:38:02] ❌ 1041199 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1041199&date=2026-08-21'
[08:38:03] ❌ 4889 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4889&date=2026-08-21'
